"DENOMINACION","tipo","regimen","localidad","LATITUD","LONGITUD"
"CENTRE ENS. PROFESSIONALS DE MÚSICA J. BAUTISTA CABANILLES","centre autoritzat d'ensenyances artístiques professionals de música","priv.","ALGEMESÍ",39.189974,-0.433359
"CONSERVATORI PROFESSIONAL DE MÚSICA MESTRE VERT","conservatori professional de música","púb.","CARCAIXENT",39.122794,-0.453143
"CONSERVATORI PROFESSIONAL DE MÚSICA LUIS MILÁN","conservatori professional de música","púb.","XÀTIVA",38.986601,-0.521316
"CENTRE ENS. PROFESSIONALS DE MÚSICA INSTITUTO MUSICAL GINER","centre autoritzat d'ensenyances artístiques professionals de música","priv.","VALÈNCIA",39.471377,-0.383988
"CENTRE ENS. PROFESSIONALS DE DANSA MARI CRUZ ALCALÁ","centre autoritzat d'ensenyances artístiques professionals de dansa","priv.","VALÈNCIA",39.472208,-0.358743
"CONSERVATORI PROFESSIONAL DE MÚSICA JOSÉ ITURBI","conservatori professional de música","púb.","VALÈNCIA",39.461826,-0.352271
"ESCOLA SUPERIOR D'ART DRAMÀTIC","escola superior d'art dramàtic","púb.","VALÈNCIA",39.48374,-0.346831
"CENTRE PRIVAT LES CAROLINES","centre privat d'educació infantil, primària i secundària","priv. conc.","PICASSENT",39.386619,-0.488127
"IES EL CLOT","institut d'educació secundària","púb.","VALÈNCIA",39.489337,-0.379299
"IES JAUME I","institut d'educació secundària","púb.","ONTINYENT",38.821989,-0.597746
"CEIP VICENTE GAOS","col·legi d'educació infantil i primària","púb.","VALÈNCIA",39.47757,-0.348837
"CEIP CARLES SALVADOR","col·legi d'educació infantil i primària","púb.","VALÈNCIA",39.487667,-0.363386
"CEIP ANTONIO MACHADO","col·legi d'educació infantil i primària","púb.","VALÈNCIA",39.498006,-0.374265
"CEIP PROFESOR LUIS BRAILLE","col·legi d'educació infantil i primària","púb.","VALÈNCIA",39.489908,-0.380048
"CENTRE PRIVAT LA MASIA","centre privat d'educació infantil, primària i secundària","priv. conc.","MUSEROS",39.560955,-0.345495
"CENTRE PRIVAT SANTA MARÍA DEL PUIG","centre privat d'educació infantil, primària i secundària","priv.","PUIG DE SANTA MARIA (EL)",39.58736,-0.302714
"CENTRE PRIVAT COMENIUS CENTRE EDUCATIU","centre privat d'educació infantil, primària i secundària","priv. conc.","VALÈNCIA",39.488637,-0.383827
"CENTRE ENS. PROFESSIONALS DE DANSA VALENCIÀ","centre autoritzat d'ensenyances artístiques professionals de dansa","priv.","VALÈNCIA",39.471728,-0.387688
"CENTRE PRIVAT FP FORD ESPAÑA","centre privat formació professional específica","priv.","ALMUSSAFES",39.323173,-0.415255
"CENTRE PRIVAT FP FLORIDA, CENTRE E.SECUNDARI-TÈCNIC PROF.","centre privat formació professional específica","priv. conc.","CATARROJA",39.402551,-0.412234
"ESCOLA PRIVADA DE MÚSICA BANDA PRIMITIVA","escola privada de música","priv.","LLÍRIA",39.627598,-0.597221
"CONSERVATORIO PROFESIONAL DE MÚSICA SAN RAFAEL","conservatori professional de música","púb.","BUÑOL",39.425979,-0.786837
"CEIP SAN CARLOS BORROMEO","col·legi d'educació infantil i primària","púb.","ALBAL",39.399079,-0.407739
"CEIP MAESTRO EMILIO LUNA","col·legi d'educació infantil i primària","púb.","ALGINET",39.256947,-0.470073
"CEIP BENIPEIXCAR","col·legi d'educació infantil i primària","púb.","GANDIA",38.962921,-0.188865
"CEIP AUSIÀS MARCH","col·legi d'educació infantil i primària","púb.","MISLATA",39.478546,-0.4156
"CEIP LA PINAETA","col·legi d'educació infantil i primària","púb.","PUERTO (EL)",39.670108,-0.237719
"CEIP ANTONIO MACHADO","col·legi d'educació infantil i primària","púb.","TORRENT",39.432323,-0.478281
"CEIP EL MOLÍ","col·legi d'educació infantil i primària","púb.","TORRENT",39.438811,-0.457993
"CEIP PABLO NERUDA","col·legi d'educació infantil i primària","púb.","VALÈNCIA",39.451,-0.3752
"CEIP PROFESSOR RAMIRO JOVER","col·legi d'educació infantil i primària","púb.","VALÈNCIA",39.443335,-0.394033
"CEIP LA COMA","col·legi d'educació infantil i primària","púb.","PATERNA",39.524001,-0.432469
"IES VICENT ANDRÉS ESTELLÉS","institut d'educació secundària","púb.","BURJASSOT",39.511137,-0.421351
"IES FEDERICA MONTSENY","institut d'educació secundària","púb.","BURJASSOT",39.510216,-0.422083
"IES PERE BOÏL","institut d'educació secundària","púb.","MANISES",39.498794,-0.470671
"CEIP MEDITERRÁNEO","col·legi d'educació infantil i primària","púb.","PUERTO (EL)",39.662217,-0.222065
"CEIP MANUEL SANCHIS GUARNER","col·legi d'educació infantil i primària","púb.","OLLERIA (L')",38.915379,-0.545561
"CEIP ELISEO VIDAL","col·legi d'educació infantil i primària","púb.","VALÈNCIA",39.457651,-0.398189
"CEIP EXPLORADOR ANDRÉS","col·legi d'educació infantil i primària","púb.","VALÈNCIA",39.470158,-0.34431
"CEIP VICENTE PLA PAREDES","col·legi d'educació infantil i primària","púb.","SEDAVÍ",39.42687,-0.38052
"CENTRE PÚBLIC FPA","centre públic de formació de persones adultes","púb.","MISLATA",39.474786,-0.414645
"CENTRE PÚBLIC FPA","centre públic de formació de persones adultes","púb.","TORRENT",39.434803,-0.464595
"IES LA SÈNIA","institut d'educació secundària","púb.","PAIPORTA",39.423091,-0.415603
"IES RAMON LLULL","institut d'educació secundària","púb.","VALÈNCIA",39.47637,-0.346284
"CENTRE PRIVAT LOS NARANJOS","centre privat d'educació infantil, primària i secundària","priv.","GANDIA",38.970912,-0.199363
"CEIP TIRANT LO BLANC","col·legi d'educació infantil i primària","púb.","ALZIRA",39.157777,-0.434629
"CEE PÚB. PLA DE LA MESQUITA","centre d'educació especial","púb.","XÀTIVA",38.990687,-0.502828
"CEIP COMUNITAT VALENCIANA","col·legi d'educació infantil i primària","púb.","VALÈNCIA",39.484419,-0.394499
"CENTRE PRIVAT GREGORI MAYANS I CISCAR","centre privat d'educació infantil, primària i secundària","priv. conc.","GANDIA",38.968176,-0.176028
"CENTRE ESTRANGER EL PLANTÍO INTERNATIONAL SCHOOL","centre docent privat estranger","priv.","CAÑADA (LA)",39.54398,-0.486
"CENTRE ELEMENTAL DE DANSA RAPSODIA","centre autoritzat elemental de dansa","priv.","GANDIA",38.963405,-0.184225
"CENTRE PRIVAT EL PRAT","centre privat d'educació infantil, primària i secundària","priv. conc.","LLÍRIA",39.642385,-0.58367
"CEIP EL CONVENT","col·legi d'educació infantil i primària","púb.","ALBERIC",39.117271,-0.51645
"CEIP VICENT RICART BONILLO","col·legi d'educació infantil i primària","púb.","BENETÚSSER",39.419685,-0.393813
"IES LES ALFÀBEGUES","institut d'educació secundària","púb.","BÉTERA",39.595747,-0.462713
"CONSERVATORI PROFESSIONAL DE MÚSICA RAFAEL TALENS PELLÓ","conservatori professional de música","púb.","CULLERA",39.159844,-0.252594
"IES RAMON MUNTANER","institut d'educació secundària","púb.","XIRIVELLA",39.463638,-0.429711
"CONSERVATORI PROFESSIONAL DE MÚSICA","conservatori professional de música","púb.","TORRENT",39.423439,-0.479429
"CIPFP MISERICÒRDIA","centre integrat públic de formació professional","púb.","VALÈNCIA",39.464891,-0.410099
"IES ENRIC VALOR","institut d'educació secundària","púb.","PICANYA",39.433655,-0.430237
"IES NÚMERO 26","institut d'educació secundària","púb.","VALÈNCIA",39.464758,-0.410142
"CENTRE ESTRANGER ENGLISH SCHOOL LOS OLIVOS","centre docent privat estranger","priv.","GODELLA",39.532214,-0.433488
"CEIP MONTDÚVER","col·legi d'educació infantil i primària","púb.","GANDIA",38.972564,-0.186896
"CEIP MARTÍNEZ VALLS","col·legi d'educació infantil i primària","púb.","ONTINYENT",38.823385,-0.597864
"CEIP PROFESOR SANCHIS GUARNER","col·legi d'educació infantil i primària","púb.","VALÈNCIA",39.492376,-0.378213
"CEIP MAX AUB","col·legi d'educació infantil i primària","púb.","VALÈNCIA",39.48791,-0.370143
"IES ORRIOLS","institut d'educació secundària","púb.","VALÈNCIA",39.496135,-0.366964
"CEIP CIUDAD DE BOLONIA","col·legi d'educació infantil i primària","púb.","VALÈNCIA",39.461627,-0.402063
"CENTRE PRIVAT HELIOS","centre privat d'educació infantil, primària i secundària","priv.","ELIANA (L')",39.558961,-0.50728
"CENTRE PRIVAT EL DRAC","centre privat d'educació infantil, primària i secundària","priv. conc.","MONTE VEDAT",39.419991,-0.500762
"CENTRE ENS. PROFESSIONALS DE MÚSICA LIRA ALMUSAFENSE","centre autoritzat d'ensenyances artístiques professionals de música","priv.","ALMUSSAFES",39.293802,-0.414
"CONSERVATORI PROFESSIONAL DE MÚSICA JOSÉ MANUEL IZQUIERDO","conservatori professional de música","púb.","CATARROJA",39.403588,-0.409716
"CENTRE ELEMENTAL DE MÚSICA MAESTRO VALDOVÍN","centre autoritzat elemental de música","priv.","GANDIA",38.967359,-0.186633
"CEIP EL GARBÍ","col·legi d'educació infantil i primària","púb.","ELIANA (L')",39.569248,-0.526002
"CEIP L'ALMASSIL","col·legi d'educació infantil i primària","púb.","MISLATA",39.475115,-0.424245
"CEIP ALFADALÍ","col·legi d'educació infantil i primària","púb.","OLIVA",38.911673,-0.111494
"CEE PÚB. VALL BLANCA","centre d'educació especial","púb.","ONTINYENT",38.829403,-0.627288
"CEIP GUILLEM D'ENTENÇA","col·legi d'educació infantil i primària","púb.","PUIG DE SANTA MARIA (EL)",39.592574,-0.306495
"CEIP PROFESOR TIERNO GALVÁN","col·legi d'educació infantil i primària","púb.","PUERTO (EL)",39.664695,-0.231759
"CEIP FEDERICO GARCÍA LORCA","col·legi d'educació infantil i primària","púb.","VALÈNCIA",39.478672,-0.351519
"CEIP LLUÍS GUARNER","col·legi d'educació infantil i primària","púb.","VALÈNCIA",39.494261,-0.398619
"ESCOLA OFICIAL IDIOMES ALZIRA","escola oficial d'idiomes","púb.","ALZIRA",39.149491,-0.440665
"ESCOLA OFICIAL IDIOMES GANDIA","escola oficial d'idiomes","púb.","GANDIA",38.975093,-0.177352
"CENTRE PRIV. ED. INFANTIL LA GACELA, SL","centre privat d'educació infantil","priv. conc.","PATERNA",39.496168,-0.430859
"IES BALEARES","institut d'educació secundària","púb.","VALÈNCIA",39.459115,-0.341156
"CENTRE ELEMENTAL DE MÚSICA AURORA I","centre autoritzat elemental de música","priv.","VALÈNCIA",39.466067,-0.368627
"CENTRE ENS. PROFESSIONALS DE DANSA MARÍA CARBONELL","centre autoritzat d'ensenyances artístiques professionals de dansa","priv.","VALÈNCIA",39.465156,-0.336918
"E. DE MÚSICA MUNICIPAL","escola pública de música","púb.","AIELO DE MALFERIT",38.87818,-0.589753
"CONSERVATORIO PROFESIONAL DE MÚSICA MAESTRO PONCE","conservatori professional de música","púb.","CHELLA",39.042838,-0.661842
"IES LAURONA","institut d'educació secundària","púb.","LLÍRIA",39.633894,-0.591009
"IES ENRIQUE TIERNO GALVÁN","institut d'educació secundària","púb.","MONCADA",39.540352,-0.392166
"ESCOLA PRIVADA DE MÚSICA MIGUEL ESPARZA","escola privada de música","priv.","LLOSA DE RANES (LA)",39.019054,-0.534293
"CENTRE PRIVAT SAN ANTONIO DE PADUA II","centre privat d'educació infantil, primària i secundària","priv. conc.","CATARROJA",39.404242,-0.409144
"IES DOCTOR LLUÍS SIMARRO LACABRA","institut d'educació secundària","púb.","XÀTIVA",38.986134,-0.535412
"CIPFP COMPLEJO EDUCATIVO DE CHESTE","centre integrat públic de formació professional","púb.","CHESTE",39.480394,-0.645962
"ESCOLA PRIVADA DE MÚSICA EDUARDO ARNAU","escola privada de música","priv.","TAVERNES DE LA VALLDIGNA",39.071762,-0.262129
"ESCOLA PRIVADA DE MÚSICA EDUCANDOS DE LA SOCIEDAD MUSICAL","escola privada de música","priv.","ALZIRA",39.150468,-0.433442
"CENTRE ENS. PROFESSIONALS DE MÚSICA L'ALCUDIA","centre autoritzat d'ensenyances artístiques professionals de música","priv.","ALCÚDIA (L')",39.195869,-0.502201
"CONSERVATORI PROFESSIONAL DE MÚSICA P.GARCÍA CHORNET","conservatori professional de música","púb.","CARLET",39.226992,-0.525059
"ESCOLA PRIVADA DE MÚSICA JOAQUÍN RODRIGO","escola privada de música","priv.","SAGUNT",39.680512,-0.277999
"CONSERVATORI PROFESSIONAL DE MÚSICA","conservatori professional de música","púb.","RIBA-ROJA DE TÚRIA",39.541107,-0.570482
"IES BENIMÀMET","institut d'educació secundària","púb.","BENIMÀMET-BENIFERRI",39.50409,-0.423961
"CEIP LA MURTERA","col·legi d'educació infantil i primària","púb.","PALMA DE GANDÍA",38.922274,-0.223911
"CEIP VICENTE RIUS GUILLEMES","col·legi d'educació infantil i primària","púb.","CANALS",38.968502,-0.57601
"CEIP BERTOMEU LLORENS I ROYO","col·legi d'educació infantil i primària","púb.","CATARROJA",39.406266,-0.400529
"IES LA GARRIGOSA","institut d'educació secundària","púb.","MELIANA",39.525792,-0.346836
"IES DE SEDAVÍ","institut d'educació secundària","púb.","SEDAVÍ",39.427086,-0.382022
"IES SERRA PERENXISA","institut d'educació secundària","púb.","TORRENT",39.429473,-0.46635
"CENTRE PRIV. ED. INFANTIL SANTA GEMA","centre privat d'educació infantil","priv. conc.","BURJASSOT",39.514822,-0.415973
"CENTRE PRIVAT PLEYADE","centre privat d'educació infantil, primària i secundària","priv. conc.","MONTE VEDAT",39.420706,-0.496989
"CENTRE PRIVAT FP ACAD. DE PELUQUERÍA MONCADA","centre privat formació professional específica","priv.","MONCADA",39.54551,-0.396152
"CENTRO PÚBLICO FPA JAIME I","centre públic de formació de persones adultes","púb.","ADEMUZ",40.060148,-1.285779
"CENTRE PÚBLIC FPA ENRIC VALOR","centre públic de formació de persones adultes","púb.","ALAQUÀS",39.45785,-0.456501
"CENTRE PÚBLIC FPA ENRIC VALOR","centre públic de formació de persones adultes","púb.","ALZIRA",39.152937,-0.429893
"CENTRE PÚBLIC FPA CLARA CAMPOAMOR","centre públic de formació de persones adultes","púb.","ALDAIA",39.462364,-0.463432
"CENTRE PÚBLIC FPA JAUME I","centre públic de formació de persones adultes","púb.","ALGEMESÍ",39.188261,-0.434057
"CENTRO PÚBLICO FPA VALLE DE AYORA","centre públic de formació de persones adultes","púb.","AYORA",39.061882,-1.056383
"CENTRE PÚBLIC FPA DOLORS PEDRÓS COMPANY","centre públic de formació de persones adultes","púb.","CARCAIXENT",39.12505,-0.436253
"CENTRE PÚBLIC FPA ESCOLA D'ADULTS","centre públic de formació de persones adultes","púb.","QUART DE POBLET",39.482466,-0.454139
"CENTRE PÚBLIC FPA ENRIC VALOR","centre públic de formació de persones adultes","púb.","XIRIVELLA",39.464017,-0.431274
"CENTRO PÚBLICO FPA ESCUELA DE ADULTOS","centre públic de formació de persones adultes","púb.","CHIVA",39.474001,-0.713618
"CENTRO PÚBLICO FPA SIMÓN MONERRIS","centre públic de formació de persones adultes","púb.","ENGUERA",38.976609,-0.687638
"CENTRE PÚBLIC FPA JAUME I","centre públic de formació de persones adultes","púb.","GANDIA",38.96896,-0.181414
"CENTRE PÚBLIC FPA","centre públic de formació de persones adultes","púb.","GODELLA",39.523475,-0.418693
"CENTRE PÚBLIC FPA FRANCESC BOSCH I MORATA","centre públic de formació de persones adultes","púb.","XÀTIVA",38.986688,-0.520964
"CENTRE PÚBLIC FPA ALTS DEL MERCAT","centre públic de formació de persones adultes","púb.","LLÍRIA",39.632304,-0.592474
"CENTRE PÚBLIC FPA MENICIL","centre públic de formació de persones adultes","púb.","MANISES",39.494611,-0.470535
"CENTRE PÚBLIC FPA SERAFÍ DE CENTELLES","centre públic de formació de persones adultes","púb.","OLIVA",38.923802,-0.121686
"CENTRE PÚBLIC FPA SANT CARLES","centre públic de formació de persones adultes","púb.","ONTINYENT",38.82341,-0.60796
"CENTRE PÚBLIC FPA","centre públic de formació de persones adultes","púb.","PATERNA",39.502077,-0.43759
"CENTRE PÚBLIC FPA","centre públic de formació de persones adultes","púb.","PICASSENT",39.359611,-0.464028
"CONSERVATORIO PROFESIONAL DE MÚSICA M. PÉREZ SÁNCHEZ","conservatori professional de música","púb.","REQUENA",39.490043,-1.100904
"CENTRO PÚBLICO FPA ANTIGUA ESCUELA ZORITA","centre públic de formació de persones adultes","púb.","REQUENA",39.48831,-1.108041
"CENTRE PÚBLIC FPA MIGUEL HERNÁNDEZ","centre públic de formació de persones adultes","púb.","PUERTO (EL)",39.664499,-0.224388
"CENTRE PÚBLIC FPA MIQUEL ROSANES","centre públic de formació de persones adultes","púb.","SUECA",39.20226,-0.312377
"CENTRO PÚBLICO FPA LA SERRANÍA","centre públic de formació de persones adultes","púb.","TUÉJAR",39.766548,-1.041749
"CENTRE PÚBLIC FPA FONT DE SANT LLUÍS","centre públic de formació de persones adultes","púb.","VALÈNCIA",39.450021,-0.367473
"CENTRE PÚBLIC FPA MALVARROSA","centre públic de formació de persones adultes","púb.","VALÈNCIA",39.477388,-0.327692
"CENTRE PÚBLIC FPA CENTRO SOCIAL DEL GRAO","centre públic de formació de persones adultes","púb.","VALÈNCIA",39.466125,-0.342454
"CENTRE PÚBLIC FPA ESCUELA POPULAR NAZARET","centre públic de formació de persones adultes","púb.","VALÈNCIA",39.448282,-0.333399
"CENTRE PÚBLIC FPA L'ALGUER","centre públic de formació de persones adultes","púb.","VALÈNCIA",39.473115,-0.337535
"CENTRE PÚBLIC FPA REINA DOÑA GERMANA","centre públic de formació de persones adultes","púb.","VALÈNCIA",39.494905,-0.366846
"CENTRE PÚBLIC FPA SANT MARCEL·LÍ","centre públic de formació de persones adultes","púb.","VALÈNCIA",39.446517,-0.391399
"CENTRE PÚBLIC FPA SERRANO MORALES","centre públic de formació de persones adultes","púb.","VALÈNCIA",39.467988,-0.388534
"CENTRE PÚBLIC FPA PARC DE L'OEST","centre públic de formació de persones adultes","púb.","VALÈNCIA",39.467021,-0.401891
"CENTRE ELEMENTAL DE DANSA PASO A DOS","centre autoritzat elemental de dansa","priv.","ALZIRA",39.149782,-0.434872
"CENTRE ESTRANGER CAXTON COLLEGE","centre docent privat estranger","priv.","PUÇOL",39.625871,-0.30218
"ESCOLA PRIVADA DE MÚSICA UNIÓ MUSICAL TORRENT","escola privada de música","priv.","TORRENT",39.435729,-0.466689
"IES FRANCESC FERRER I GUÀRDIA","institut d'educació secundària","púb.","VALÈNCIA",39.481951,-0.355275
"CENTRE ENS. PROFESSIONALS DE MÚSICA C. ESTUDIOS MUSICALES","centre autoritzat d'ensenyances artístiques professionals de música","priv.","BENIFAIÓ",39.285287,-0.428488
"ESCOLA PRIVADA DE MÚSICA SOC. UNIÓN MUSICAL SANTA CECILIA","escola privada de música","priv.","GUADASSUAR",39.184953,-0.479606
"CENTRE ELEMENTAL DE MÚSICA ALSINA, ASOCIACIÓN","centre autoritzat elemental de música","priv.","VALÈNCIA",39.468533,-0.387184
"CIPFP MISLATA","centre integrat públic de formació professional","púb.","MISLATA",39.481661,-0.421965
"IES LA SENDA","institut d'educació secundària","púb.","QUART DE POBLET",39.478042,-0.43194
"ESCOLA PRIVADA DE MÚSICA MESTRE MEDINA","escola privada de música","priv.","ALAQUÀS",39.456338,-0.459827
